Inspection_ID,Project_ID,Activity_ID,Date,Contractor_ID,Inspection_Type,Test_or_Check,Result,Defect_Type,Defect_Severity,Rework_Required,Rework_Cost_INR,Remarks
Q00411,P001,A064,2026-11-14,C007,Plumbing inspection,Plumbing inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00412,P001,A064,2026-11-17,C007,Electrical inspection,Electrical inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00413,P001,A064,2026-11-23,C007,Electrical inspection,Electrical inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00414,P001,A065,2026-10-29,C007,Electrical inspection,Electrical inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00415,P001,A065,2026-11-01,C007,Plumbing inspection,Plumbing inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00416,P001,A065,2026-11-17,C007,Plumbing inspection,Plumbing inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00417,P001,A065,2026-11-21,C007,Sanitary inspection,Sanitary inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00418,P001,A065,2026-11-22,C007,Electrical inspection,Electrical inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00419,P001,A065,2026-11-25,C007,Sanitary inspection,Sanitary inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00420,P001,A065,2026-12-04,C007,Electrical inspection,Electrical inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00421,P001,A065,2026-12-09,C007,Electrical inspection,Electrical inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00422,P001,A065,2026-12-15,C007,Electrical inspection,Electrical inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00423,P001,A065,2026-12-21,C007,Electrical inspection,Electrical inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00424,P001,A066,2026-10-25,C001,Drainage inspection,Drainage inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00425,P001,A066,2026-10-25,C001,Drainage inspection,Drainage inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00426,P001,A066,2026-10-28,C001,Paving inspection,Paving inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00427,P001,A066,2026-10-29,C001,Drainage inspection,Drainage inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00428,P001,A066,2026-10-30,C001,Paving inspection,Paving inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00429,P001,A066,2026-11-19,C001,Paving inspection,Paving inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00430,P001,A066,2026-11-30,C001,Paving inspection,Paving inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00431,P001,A066,2026-12-01,C001,Paving inspection,Paving inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00432,P001,A066,2026-12-06,C001,Drainage inspection,Drainage inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00433,P001,A067,2026-11-06,C001,Paving inspection,Paving inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00434,P001,A067,2026-11-12,C001,Drainage inspection,Drainage inspection,Conditional Pass,Honeycombing,Medium,No,1705.51,Inspection completed; corrective action tracked where required.
Q00435,P001,A067,2026-11-16,C001,Paving inspection,Paving inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00436,P001,A067,2026-11-24,C001,Drainage inspection,Drainage inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00437,P001,A067,2026-11-25,C001,Paving inspection,Paving inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00438,P001,A067,2026-12-01,C001,Paving inspection,Paving inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00439,P001,A067,2026-12-10,C001,Drainage inspection,Drainage inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00440,P001,A067,2026-12-17,C001,Paving inspection,Paving inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00441,P001,A067,2026-12-22,C001,Paving inspection,Paving inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00442,P001,A068,2026-12-06,C001,Paving inspection,Paving inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00443,P001,A068,2026-12-11,C001,Paving inspection,Paving inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00444,P001,A068,2026-12-11,C001,Drainage inspection,Drainage inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00445,P001,A068,2026-12-20,C001,Drainage inspection,Drainage inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
Q00446,P001,A068,2026-12-20,C001,Drainage inspection,Drainage inspection,Pass,,,No,0.0,Inspection completed; corrective action tracked where required.
