Progress_ID,Project_ID,Activity_ID,Date,Planned_Quantity_To_Date,Actual_Quantity_To_Date,Planned_Percentage,Actual_Percentage,Quantity_Completed_This_Period,Status,Delay_Days
PR00628,P001,A014,2026-06-21,850,781.4775059,100.00,91.94,49.81339473,Delayed,8
PR00629,P001,A014,2026-06-28,850,755.1529129,100.00,88.84,0,Delayed,8
PR00630,P001,A014,2026-07-05,850,771.8153571,100.00,90.80,16.66244414,Delayed,8
PR00631,P001,A014,2026-07-12,850,779.5727639,100.00,91.71,7.757406777,Delayed,8
PR00632,P001,A014,2026-07-19,850,731.2568466,100.00,86.03,0,Delayed,8
PR00633,P001,A014,2026-07-26,850,733.9341644,100.00,86.35,2.677317832,Delayed,8
PR00634,P001,A014,2026-08-02,850,796.3414884,100.00,93.69,62.40732395,Delayed,8
PR00635,P001,A014,2026-08-09,850,766.4491188,100.00,90.17,0,Delayed,8
PR00636,P001,A014,2026-08-16,850,705.6988558,100.00,83.02,0,Delayed,8
PR00637,P001,A014,2026-08-23,850,805.3491101,100.00,94.75,99.65025426,Delayed,8
PR00638,P001,A014,2026-08-30,850,790.1030002,100.00,92.95,0,Delayed,8
PR00639,P001,A014,2026-09-06,850,760.762224,100.00,89.50,0,Delayed,8
PR00640,P001,A014,2026-09-13,850,742.8243012,100.00,87.39,0,Delayed,8
PR00641,P001,A014,2026-09-20,850,806.8652849,100.00,94.93,64.04098369,Delayed,8
PR00642,P001,A014,2026-09-27,850,792.393181,100.00,93.22,0,Delayed,8
PR00643,P001,A014,2026-10-04,850,850,100.00,100.00,57.60681898,Completed,8
PR00644,P001,A014,2026-10-11,850,794.5006108,100.00,93.47,0,Delayed,8
PR00645,P001,A014,2026-10-18,850,793.5341685,100.00,93.36,0,Delayed,8
PR00646,P001,A014,2026-10-25,850,777.0338941,100.00,91.42,0,Delayed,8
PR00647,P001,A014,2026-11-01,850,806.299082,100.00,94.86,29.26518797,Delayed,8
PR00648,P001,A014,2026-11-08,850,800.5962847,100.00,94.19,0,Delayed,8
PR00649,P001,A014,2026-11-15,850,819.238819,100.00,96.38,18.64253427,In Progress,8
PR00650,P001,A014,2026-11-22,850,766.4906432,100.00,90.18,0,Delayed,8
PR00651,P001,A014,2026-11-29,850,769.0466277,100.00,90.48,2.555984509,Delayed,8
PR00652,P001,A014,2026-12-06,850,767.7466807,100.00,90.32,0,Delayed,8
PR00653,P001,A014,2026-12-13,850,805.5263512,100.00,94.77,37.77967054,Delayed,8
PR00654,P001,A014,2026-12-20,850,826.5766396,100.00,97.24,21.05028839,In Progress,8
PR00655,P001,A014,2026-12-27,850,768.3494953,100.00,90.39,0,Delayed,8
PR00656,P001,A015,2026-04-05,20,18.70265839,22.22,20.78,18.70265839,In Progress,5
PR00657,P001,A015,2026-04-12,55,52.85459866,61.11,58.73,34.15194027,In Progress,5
PR00658,P001,A015,2026-04-19,90,84.72585127,100.00,94.14,31.87125262,Delayed,5
PR00659,P001,A015,2026-04-26,90,88.49896901,100.00,98.33,3.773117732,In Progress,5
PR00660,P001,A015,2026-05-03,90,78.40690153,100.00,87.12,0,Delayed,5
PR00661,P001,A015,2026-05-10,90,82.8958791,100.00,92.11,4.488977568,Delayed,5
PR00662,P001,A015,2026-05-17,90,83.03538855,100.00,92.26,0.139509446,Delayed,5
PR00663,P001,A015,2026-05-24,90,78.19087856,100.00,86.88,0,Delayed,5
PR00664,P001,A015,2026-05-31,90,82.4645389,100.00,91.63,4.273660339,Delayed,5
PR00665,P001,A015,2026-06-07,90,82.61725824,100.00,91.80,0.152719335,Delayed,5
PR00666,P001,A015,2026-06-14,90,84.86652034,100.00,94.30,2.249262103,Delayed,5
PR00667,P001,A015,2026-06-21,90,89.00584256,100.00,98.90,4.13932222,In Progress,5
PR00668,P001,A015,2026-06-28,90,84.72805895,100.00,94.14,0,Delayed,5
PR00669,P001,A015,2026-07-05,90,82.25293678,100.00,91.39,0,Delayed,5
PR00670,P001,A015,2026-07-12,90,85.3205932,100.00,94.80,3.067656414,Delayed,5
PR00671,P001,A015,2026-07-19,90,88.80489691,100.00,98.67,3.484303712,In Progress,5
PR00672,P001,A015,2026-07-26,90,82.42572973,100.00,91.58,0,Delayed,5
PR00673,P001,A015,2026-08-02,90,82.63168912,100.00,91.81,0.205959386,Delayed,5
PR00674,P001,A015,2026-08-09,90,87.25942922,100.00,96.95,4.627740106,In Progress,5
PR00675,P001,A015,2026-08-16,90,84.80216124,100.00,94.22,0,Delayed,5
PR00676,P001,A015,2026-08-23,90,87.53957678,100.00,97.27,2.73741554,In Progress,5
PR00677,P001,A015,2026-08-30,90,85.45701261,100.00,94.95,0,Delayed,5
PR00678,P001,A015,2026-09-06,90,87.71024049,100.00,97.46,2.253227886,In Progress,5
PR00679,P001,A015,2026-09-13,90,82.23950394,100.00,91.38,0,Delayed,5
PR00680,P001,A015,2026-09-20,90,85.46193335,100.00,94.96,3.222429409,Delayed,5
PR00681,P001,A015,2026-09-27,90,84.83632645,100.00,94.26,0,Delayed,5
PR00682,P001,A015,2026-10-04,90,81.66994359,100.00,90.74,0,Delayed,5
PR00683,P001,A015,2026-10-11,90,80.57504446,100.00,89.53,0,Delayed,5
PR00684,P001,A015,2026-10-18,90,87.66010946,100.00,97.40,7.085064997,In Progress,5
PR00685,P001,A015,2026-10-25,90,84.3945,100.00,93.77,0,Delayed,5
PR00686,P001,A015,2026-11-01,90,82.27981711,100.00,91.42,0,Delayed,5
PR00687,P001,A015,2026-11-08,90,85.19703635,100.00,94.66,2.917219236,Delayed,5
PR00688,P001,A015,2026-11-15,90,89.0532594,100.00,98.95,3.856223052,In Progress,5
PR00689,P001,A015,2026-11-22,90,78.31567579,100.00,87.02,0,Delayed,5
PR00690,P001,A015,2026-11-29,90,80.78558813,100.00,89.76,2.46991234,Delayed,5
PR00691,P001,A015,2026-12-06,90,82.59290771,100.00,91.77,1.807319581,Delayed,5
PR00692,P001,A015,2026-12-13,90,90,100.00,100.00,7.407092292,Completed,5
PR00693,P001,A015,2026-12-20,90,86.390149,100.00,95.99,0,In Progress,5
PR00694,P001,A015,2026-12-27,90,87.91704931,100.00,97.69,1.526900311,In Progress,5
PR00695,P001,A016,2026-04-26,30,26.40283103,33.33,29.34,26.40283103,In Progress,8
PR00696,P001,A016,2026-05-03,65,57.25305588,72.22,63.61,30.85022485,Delayed,8
PR00697,P001,A016,2026-05-10,90,84.21061321,100.00,93.57,26.95755732,Delayed,8
PR00698,P001,A016,2026-05-17,90,82.98356414,100.00,92.20,0,Delayed,8
PR00699,P001,A016,2026-05-24,90,84.52852728,100.00,93.92,1.544963137,Delayed,8
PR00700,P001,A016,2026-05-31,90,82.20883638,100.00,91.34,0,Delayed,8
PR00701,P001,A016,2026-06-07,90,83.67615274,100.00,92.97,1.46731636,Delayed,8
PR00702,P001,A016,2026-06-14,90,83.29807512,100.00,92.55,0,Delayed,8
PR00703,P001,A016,2026-06-21,90,85.24996728,100.00,94.72,1.951892158,Delayed,8
PR00704,P001,A016,2026-06-28,90,85.34207609,100.00,94.82,0.092108813,Delayed,8
PR00705,P001,A016,2026-07-05,90,77.69740322,100.00,86.33,0,Delayed,8
PR00706,P001,A016,2026-07-12,90,75.72110405,100.00,84.13,0,Delayed,8
PR00707,P001,A016,2026-07-19,90,85.955498,100.00,95.51,10.23439395,In Progress,8
PR00708,P001,A016,2026-07-26,90,86.54133404,100.00,96.16,0.585836041,In Progress,8
PR00709,P001,A016,2026-08-02,90,79.58503749,100.00,88.43,0,Delayed,8
PR00710,P001,A016,2026-08-09,90,76.94151847,100.00,85.49,0,Delayed,8
PR00711,P001,A016,2026-08-16,90,83.11195969,100.00,92.35,6.170441217,Delayed,8
PR00712,P001,A016,2026-08-23,90,85.73214041,100.00,95.26,2.620180727,In Progress,8
PR00713,P001,A016,2026-08-30,90,88.46242275,100.00,98.29,2.730282333,In Progress,8
PR00714,P001,A016,2026-09-06,90,84.42633735,100.00,93.81,0,Delayed,8
PR00715,P001,A016,2026-09-13,90,81.62909241,100.00,90.70,0,Delayed,8
PR00716,P001,A016,2026-09-20,90,79.98663854,100.00,88.87,0,Delayed,8
PR00717,P001,A016,2026-09-27,90,82.83607157,100.00,92.04,2.849433027,Delayed,8
PR00718,P001,A016,2026-10-04,90,81.85731618,100.00,90.95,0,Delayed,8
PR00719,P001,A016,2026-10-11,90,79.6025361,100.00,88.45,0,Delayed,8
PR00720,P001,A016,2026-10-18,90,89.2535803,100.00,99.17,9.651044203,In Progress,8
PR00721,P001,A016,2026-10-25,90,88.42328047,100.00,98.25,0,In Progress,8
PR00722,P001,A016,2026-11-01,90,86.37855335,100.00,95.98,0,In Progress,8
PR00723,P001,A016,2026-11-08,90,79.89932125,100.00,88.78,0,Delayed,8
PR00724,P001,A016,2026-11-15,90,85.49331087,100.00,94.99,5.593989625,Delayed,8
PR00725,P001,A016,2026-11-22,90,84.81482319,100.00,94.24,0,Delayed,8
PR00726,P001,A016,2026-11-29,90,84.19401872,100.00,93.55,0,Delayed,8
PR00727,P001,A016,2026-12-06,90,86.73644559,100.00,96.37,2.542426875,In Progress,8
PR00728,P001,A016,2026-12-13,90,84.8014191,100.00,94.22,0,Delayed,8
PR00729,P001,A016,2026-12-20,90,85.13104484,100.00,94.59,0.329625744,Delayed,8
PR00730,P001,A016,2026-12-27,90,84.80625479,100.00,94.23,0,Delayed,8
PR00731,P001,A017,2026-05-10,5,4.909638496,5.56,5.46,4.909638496,In Progress,3
PR00732,P001,A017,2026-05-17,40,36.30294442,44.44,40.34,31.39330592,In Progress,3
PR00733,P001,A017,2026-05-24,75,72.96950533,83.33,81.08,36.66656091,In Progress,3
PR00734,P001,A017,2026-05-31,90,85.54799533,100.00,95.05,12.57849,In Progress,3
PR00735,P001,A017,2026-06-07,90,83.26850098,100.00,92.52,0,Delayed,3
PR00736,P001,A017,2026-06-14,90,90,100.00,100.00,6.731499017,Completed,3
PR00737,P001,A017,2026-06-21,90,90,100.00,100.00,0,Completed,3
PR00738,P001,A017,2026-06-28,90,90,100.00,100.00,0,Completed,3
PR00739,P001,A017,2026-07-05,90,88.10392226,100.00,97.89,0,In Progress,3
PR00740,P001,A017,2026-07-12,90,90,100.00,100.00,1.896077737,Completed,3
PR00741,P001,A017,2026-07-19,90,87.33796752,100.00,97.04,0,In Progress,3
PR00742,P001,A017,2026-07-26,90,87.93881142,100.00,97.71,0.600843903,In Progress,3
PR00743,P001,A017,2026-08-02,90,83.85556518,100.00,93.17,0,Delayed,3
PR00744,P001,A017,2026-08-09,90,88.55052261,100.00,98.39,4.694957426,In Progress,3
PR00745,P001,A017,2026-08-16,90,87.49021567,100.00,97.21,0,In Progress,3
PR00746,P001,A017,2026-08-23,90,83.19664583,100.00,92.44,0,Delayed,3
PR00747,P001,A017,2026-08-30,90,87.1387291,100.00,96.82,3.942083266,In Progress,3
PR00748,P001,A017,2026-09-06,90,87.04885187,100.00,96.72,0,In Progress,3
PR00749,P001,A017,2026-09-13,90,90,100.00,100.00,2.951148126,Completed,3
PR00750,P001,A017,2026-09-20,90,90,100.00,100.00,0,Completed,3
PR00751,P001,A017,2026-09-27,90,87.33605313,100.00,97.04,0,In Progress,3
PR00752,P001,A017,2026-10-04,90,88.08368003,100.00,97.87,0.747626893,In Progress,3
PR00753,P001,A017,2026-10-11,90,87.43926899,100.00,97.15,0,In Progress,3
PR00754,P001,A017,2026-10-18,90,86.66082095,100.00,96.29,0,In Progress,3
PR00755,P001,A017,2026-10-25,90,83.89035433,100.00,93.21,0,Delayed,3
PR00756,P001,A017,2026-11-01,90,86.82418659,100.00,96.47,2.933832257,In Progress,3
PR00757,P001,A017,2026-11-08,90,84.94979049,100.00,94.39,0,Delayed,3
PR00758,P001,A017,2026-11-15,90,83.36150605,100.00,92.62,0,Delayed,3
PR00759,P001,A017,2026-11-22,90,88.91034872,100.00,98.79,5.548842663,In Progress,3
PR00760,P001,A017,2026-11-29,90,88.53248368,100.00,98.37,0,In Progress,3
PR00761,P001,A017,2026-12-06,90,81.67187134,100.00,90.75,0,Delayed,3
PR00762,P001,A017,2026-12-13,90,86.91354339,100.00,96.57,5.241672053,In Progress,3
PR00763,P001,A017,2026-12-20,90,90,100.00,100.00,3.086456608,Completed,3
PR00764,P001,A017,2026-12-27,90,90,100.00,100.00,0,Completed,3
PR00765,P001,A018,2026-05-31,15,15.53856434,16.67,17.27,15.53856434,In Progress,0
PR00766,P001,A018,2026-06-07,50,50.06809811,55.56,55.63,34.52953377,In Progress,0
PR00767,P001,A018,2026-06-14,85,82.48599015,94.44,91.65,32.41789204,In Progress,0
PR00768,P001,A018,2026-06-21,90,86.58634869,100.00,96.21,4.100358545,In Progress,0
PR00769,P001,A018,2026-06-28,90,90,100.00,100.00,3.413651306,Completed,0
PR00770,P001,A018,2026-07-05,90,90,100.00,100.00,0,Completed,0
PR00771,P001,A018,2026-07-12,90,90,100.00,100.00,0,Completed,0
PR00772,P001,A018,2026-07-19,90,90,100.00,100.00,0,Completed,0
PR00773,P001,A018,2026-07-26,90,89.58347973,100.00,99.54,0,In Progress,0
PR00774,P001,A018,2026-08-02,90,86.08075148,100.00,95.65,0,In Progress,0
PR00775,P001,A018,2026-08-09,90,88.99481422,100.00,98.88,2.914062738,In Progress,0
PR00776,P001,A018,2026-08-16,90,90,100.00,100.00,1.005185781,Completed,0
PR00777,P001,A018,2026-08-23,90,89.36343778,100.00,99.29,0,In Progress,0
PR00778,P001,A018,2026-08-30,90,88.17963356,100.00,97.98,0,In Progress,0
PR00779,P001,A018,2026-09-06,90,90,100.00,100.00,1.82036644,Completed,0
PR00780,P001,A018,2026-09-13,90,88.41253311,100.00,98.24,0,In Progress,0
PR00781,P001,A018,2026-09-20,90,88.02159184,100.00,97.80,0,In Progress,0
PR00782,P001,A018,2026-09-27,90,90,100.00,100.00,1.978408164,Completed,0
PR00783,P001,A018,2026-10-04,90,88.73372337,100.00,98.59,0,In Progress,0
PR00784,P001,A018,2026-10-11,90,90,100.00,100.00,1.266276627,Completed,0
PR00785,P001,A018,2026-10-18,90,90,100.00,100.00,0,Completed,0
PR00786,P001,A018,2026-10-25,90,86.41079865,100.00,96.01,0,In Progress,0
PR00787,P001,A018,2026-11-01,90,88.48409046,100.00,98.32,2.073291813,In Progress,0
PR00788,P001,A018,2026-11-08,90,90,100.00,100.00,1.51590954,Completed,0
PR00789,P001,A018,2026-11-15,90,86.33944953,100.00,95.93,0,In Progress,0
PR00790,P001,A018,2026-11-22,90,83.33253849,100.00,92.59,0,Delayed,0
PR00791,P001,A018,2026-11-29,90,84.13518777,100.00,93.48,0.802649282,Delayed,0
PR00792,P001,A018,2026-12-06,90,90,100.00,100.00,5.864812233,Completed,0
PR00793,P001,A018,2026-12-13,90,90,100.00,100.00,0,Completed,0
PR00794,P001,A018,2026-12-20,90,89.62952581,100.00,99.59,0,In Progress,0
PR00795,P001,A018,2026-12-27,90,90,100.00,100.00,0.370474195,Completed,0
PR00796,P001,A019,2026-06-21,25,20.66126987,27.78,22.96,20.66126987,In Progress,8
PR00797,P001,A019,2026-06-28,60,56.03146114,66.67,62.26,35.37019127,In Progress,8
PR00798,P001,A019,2026-07-05,90,87.71853034,100.00,97.47,31.6870692,In Progress,8
PR00799,P001,A019,2026-07-12,90,79.24749059,100.00,88.05,0,Delayed,8
PR00800,P001,A019,2026-07-19,90,81.60360949,100.00,90.67,2.356118897,Delayed,8
PR00801,P001,A019,2026-07-26,90,80.42839046,100.00,89.36,0,Delayed,8
PR00802,P001,A019,2026-08-02,90,79.98280995,100.00,88.87,0,Delayed,8
PR00803,P001,A019,2026-08-09,90,81.77227468,100.00,90.86,1.789464729,Delayed,8
PR00804,P001,A019,2026-08-16,90,87.29657864,100.00,97.00,5.524303959,In Progress,8
PR00805,P001,A019,2026-08-23,90,88.58776803,100.00,98.43,1.291189384,In Progress,8
PR00806,P001,A019,2026-08-30,90,81.74179144,100.00,90.82,0,Delayed,8
PR00807,P001,A019,2026-09-06,90,88.80093967,100.00,98.67,7.059148233,In Progress,8
PR00808,P001,A019,2026-09-13,90,82.9120659,100.00,92.12,0,Delayed,8
PR00809,P001,A019,2026-09-20,90,88.32412673,100.00,98.14,5.412060832,In Progress,8
PR00810,P001,A019,2026-09-27,90,82.50610925,100.00,91.67,0,Delayed,8
PR00811,P001,A019,2026-10-04,90,83.21283215,100.00,92.46,0.706722898,Delayed,8
PR00812,P001,A019,2026-10-11,90,83.95124459,100.00,93.28,0.738412437,Delayed,8
PR00813,P001,A019,2026-10-18,90,90,100.00,100.00,6.048755411,Completed,8
PR00814,P001,A019,2026-10-25,90,85.48154956,100.00,94.98,0,Delayed,8
PR00815,P001,A019,2026-11-01,90,80.57211673,100.00,89.52,0,Delayed,8
PR00816,P001,A019,2026-11-08,90,85.85234329,100.00,95.39,5.280226561,In Progress,8
PR00817,P001,A019,2026-11-15,90,81.66022751,100.00,90.73,0,Delayed,8
PR00818,P001,A019,2026-11-22,90,81.25728692,100.00,90.29,0,Delayed,8
PR00819,P001,A019,2026-11-29,90,85.66209428,100.00,95.18,4.40480736,In Progress,8
PR00820,P001,A019,2026-12-06,90,82.8979196,100.00,92.11,0,Delayed,8
PR00821,P001,A019,2026-12-13,90,83.67751413,100.00,92.98,0.779594529,Delayed,8
PR00822,P001,A019,2026-12-20,90,82.84405345,100.00,92.05,0,Delayed,8
PR00823,P001,A019,2026-12-27,90,83.86023685,100.00,93.18,1.0161834,Delayed,8
PR00824,P001,A020,2026-07-05,0,0,0.00,0.00,0,Not Started,0
PR00825,P001,A020,2026-07-12,35,32.62721551,38.89,36.25,32.62721551,In Progress,0
PR00826,P001,A020,2026-07-19,70,71.63310304,77.78,79.59,39.00588753,In Progress,0
PR00827,P001,A020,2026-07-26,90,86.90663883,100.00,96.56,15.27353579,In Progress,0
PR00828,P001,A020,2026-08-02,90,85.45675772,100.00,94.95,0,Delayed,0
PR00829,P001,A020,2026-08-09,90,89.81600458,100.00,99.80,4.359246859,In Progress,0
PR00830,P001,A020,2026-08-16,90,90,100.00,100.00,0.183995418,Completed,0
PR00831,P001,A020,2026-08-23,90,87.81545558,100.00,97.57,0,In Progress,0
PR00832,P001,A020,2026-08-30,90,90,100.00,100.00,2.184544418,Completed,0
PR00833,P001,A020,2026-09-06,90,85.77214823,100.00,95.30,0,In Progress,0
PR00834,P001,A020,2026-09-13,90,88.71812719,100.00,98.58,2.945978965,In Progress,0
PR00835,P001,A020,2026-09-20,90,88.15764647,100.00,97.95,0,In Progress,0
PR00836,P001,A020,2026-09-27,90,89.8532501,100.00,99.84,1.695603623,In Progress,0
PR00837,P001,A020,2026-10-04,90,90,100.00,100.00,0.146749902,Completed,0
PR00838,P001,A020,2026-10-11,90,86.82513721,100.00,96.47,0,In Progress,0
PR00839,P001,A020,2026-10-18,90,90,100.00,100.00,3.174862791,Completed,0
PR00840,P001,A020,2026-10-25,90,90,100.00,100.00,0,Completed,0
PR00841,P001,A020,2026-11-01,90,84.0403693,100.00,93.38,0,Delayed,0
PR00842,P001,A020,2026-11-08,90,83.83043696,100.00,93.14,0,Delayed,0
PR00843,P001,A020,2026-11-15,90,89.96119423,100.00,99.96,6.130757265,Completed,0
PR00844,P001,A020,2026-11-22,90,89.30395295,100.00,99.23,0,In Progress,0
PR00845,P001,A020,2026-11-29,90,89.67422664,100.00,99.64,0.370273693,In Progress,0
PR00846,P001,A020,2026-12-06,90,89.91185526,100.00,99.90,0.23762862,Completed,0
PR00847,P001,A020,2026-12-13,90,90,100.00,100.00,0.088144738,Completed,0
PR00848,P001,A020,2026-12-20,90,90,100.00,100.00,0,Completed,0
PR00849,P001,A020,2026-12-27,90,86.50001956,100.00,96.11,0,In Progress,0
PR00850,P001,A021,2026-07-26,10,9.289809942,11.11,10.32,9.289809942,In Progress,3
PR00851,P001,A021,2026-08-02,45,41.92801492,50.00,46.59,32.63820498,In Progress,3
PR00852,P001,A021,2026-08-09,80,78.40896667,88.89,87.12,36.48095174,In Progress,3
PR00853,P001,A021,2026-08-16,90,90,100.00,100.00,11.59103333,Completed,3
PR00854,P001,A021,2026-08-23,90,85.94128077,100.00,95.49,0,In Progress,3
PR00855,P001,A021,2026-08-30,90,79.41964549,100.00,88.24,0,Delayed,3
PR00856,P001,A021,2026-09-06,90,81.93242248,100.00,91.04,2.512776992,Delayed,3
PR00857,P001,A021,2026-09-13,90,84.67593432,100.00,94.08,2.74351184,Delayed,3
PR00858,P001,A021,2026-09-20,90,85.543154,100.00,95.05,0.867219681,In Progress,3
PR00859,P001,A021,2026-09-27,90,86.01357582,100.00,95.57,0.47042182,In Progress,3
PR00860,P001,A021,2026-10-04,90,87.42153054,100.00,97.14,1.407954713,In Progress,3
PR00861,P001,A021,2026-10-11,90,86.31799906,100.00,95.91,0,In Progress,3
PR00862,P001,A021,2026-10-18,90,90,100.00,100.00,3.682000942,Completed,3
PR00863,P001,A021,2026-10-25,90,85.17054549,100.00,94.63,0,Delayed,3
PR00864,P001,A021,2026-11-01,90,84.58369843,100.00,93.98,0,Delayed,3
PR00865,P001,A021,2026-11-08,90,88.80845795,100.00,98.68,4.224759519,In Progress,3
PR00866,P001,A021,2026-11-15,90,82.46272748,100.00,91.63,0,Delayed,3
PR00867,P001,A021,2026-11-22,90,88.52752887,100.00,98.36,6.064801392,In Progress,3
PR00868,P001,A021,2026-11-29,90,87.62304253,100.00,97.36,0,In Progress,3
PR00869,P001,A021,2026-12-06,90,86.83555616,100.00,96.48,0,In Progress,3
PR00870,P001,A021,2026-12-13,90,90,100.00,100.00,3.164443843,Completed,3
PR00871,P001,A021,2026-12-20,90,85.34004655,100.00,94.82,0,Delayed,3
PR00872,P001,A021,2026-12-27,90,90,100.00,100.00,4.659953453,Completed,3
PR00873,P001,A022,2026-08-16,20,19.84219799,22.22,22.05,19.84219799,In Progress,0
PR00874,P001,A022,2026-08-23,55,52.54174334,61.11,58.38,32.69954536,In Progress,0
PR00875,P001,A022,2026-08-30,90,90,100.00,100.00,37.45825666,Completed,0
PR00876,P001,A022,2026-09-06,90,86.60982762,100.00,96.23,0,In Progress,0
PR00877,P001,A022,2026-09-13,90,87.63196908,100.00,97.37,1.02214146,In Progress,0
PR00878,P001,A022,2026-09-20,90,90,100.00,100.00,2.368030921,Completed,0
PR00879,P001,A022,2026-09-27,90,90,100.00,100.00,0,Completed,0
PR00880,P001,A022,2026-10-04,90,88.04017174,100.00,97.82,0,In Progress,0
PR00881,P001,A022,2026-10-11,90,90,100.00,100.00,1.959828256,Completed,0
PR00882,P001,A022,2026-10-18,90,90,100.00,100.00,0,Completed,0
PR00883,P001,A022,2026-10-25,90,90,100.00,100.00,0,Completed,0
PR00884,P001,A022,2026-11-01,90,90,100.00,100.00,0,Completed,0
PR00885,P001,A022,2026-11-08,90,90,100.00,100.00,0,Completed,0
PR00886,P001,A022,2026-11-15,90,84.07548495,100.00,93.42,0,Delayed,0
PR00887,P001,A022,2026-11-22,90,88.99859437,100.00,98.89,4.92310942,In Progress,0
PR00888,P001,A022,2026-11-29,90,87.26893344,100.00,96.97,0,In Progress,0
PR00889,P001,A022,2026-12-06,90,90,100.00,100.00,2.731066557,Completed,0
PR00890,P001,A022,2026-12-13,90,88.19993496,100.00,98.00,0,In Progress,0
PR00891,P001,A022,2026-12-20,90,89.4766028,100.00,99.42,1.276667838,In Progress,0
PR00892,P001,A022,2026-12-27,90,90,100.00,100.00,0.523397202,Completed,0
PR00893,P001,A023,2026-09-06,30,29.82179421,33.33,33.14,29.82179421,In Progress,0
PR00894,P001,A023,2026-09-13,65,65.94137752,72.22,73.27,36.11958331,In Progress,0
PR00895,P001,A023,2026-09-20,90,89.26835161,100.00,99.19,23.32697409,In Progress,0
PR00896,P001,A023,2026-09-27,90,90,100.00,100.00,0.731648389,Completed,0
PR00897,P001,A023,2026-10-04,90,90,100.00,100.00,0,Completed,0
PR00898,P001,A023,2026-10-11,90,90,100.00,100.00,0,Completed,0
PR00899,P001,A023,2026-10-18,90,90,100.00,100.00,0,Completed,0
PR00900,P001,A023,2026-10-25,90,90,100.00,100.00,0,Completed,0
PR00901,P001,A023,2026-11-01,90,90,100.00,100.00,0,Completed,0
PR00902,P001,A023,2026-11-08,90,90,100.00,100.00,0,Completed,0
PR00903,P001,A023,2026-11-15,90,86.3747768,100.00,95.97,0,In Progress,0
PR00904,P001,A023,2026-11-22,90,89.72318826,100.00,99.69,3.348411465,In Progress,0
PR00905,P001,A023,2026-11-29,90,90,100.00,100.00,0.276811739,Completed,0
PR00906,P001,A023,2026-12-06,90,90,100.00,100.00,0,Completed,0
PR00907,P001,A023,2026-12-13,90,90,100.00,100.00,0,Completed,0
PR00908,P001,A023,2026-12-20,90,90,100.00,100.00,0,Completed,0
PR00909,P001,A023,2026-12-27,90,90,100.00,100.00,0,Completed,0
PR00910,P001,A024,2026-09-20,5,4.610053595,5.56,5.12,4.610053595,In Progress,12
PR00911,P001,A024,2026-09-27,40,35.60510282,44.44,39.56,30.99504922,In Progress,12
PR00912,P001,A024,2026-10-04,75,65.06629192,83.33,72.30,29.4611891,Delayed,12
PR00913,P001,A024,2026-10-11,90,80.25789996,100.00,89.18,15.19160804,Delayed,12
PR00914,P001,A024,2026-10-18,90,69.96862772,100.00,77.74,0,Delayed,12
PR00915,P001,A024,2026-10-25,90,80.40609007,100.00,89.34,10.43746235,Delayed,12
PR00916,P001,A024,2026-11-01,90,67.7074996,100.00,75.23,0,Delayed,12
PR00917,P001,A024,2026-11-08,90,73.77109027,100.00,81.97,6.063590666,Delayed,12
PR00918,P001,A024,2026-11-15,90,80.62307109,100.00,89.58,6.851980826,Delayed,12
PR00919,P001,A024,2026-11-22,90,80.70421741,100.00,89.67,0.081146319,Delayed,12
PR00920,P001,A024,2026-11-29,90,75.53834934,100.00,83.93,0,Delayed,12
PR00921,P001,A024,2026-12-06,90,76.95687857,100.00,85.51,1.418529226,Delayed,12
PR00922,P001,A024,2026-12-13,90,83.51720411,100.00,92.80,6.560325546,Delayed,12
PR00923,P001,A024,2026-12-20,90,77.67530509,100.00,86.31,0,Delayed,12
PR00924,P001,A024,2026-12-27,90,86.26519898,100.00,95.85,8.589893899,In Progress,12
PR00925,P001,A025,2026-10-11,15,13.79899208,16.67,15.33,13.79899208,In Progress,8
PR00926,P001,A025,2026-10-18,50,46.71406331,55.56,51.90,32.91507123,In Progress,8
PR00927,P001,A025,2026-10-25,85,83.01020134,94.44,92.23,36.29613803,In Progress,8
PR00928,P001,A025,2026-11-01,90,83.21273542,100.00,92.46,0.20253408,Delayed,8
PR00929,P001,A025,2026-11-08,90,79.64261646,100.00,88.49,0,Delayed,8
PR00930,P001,A025,2026-11-15,90,82.45435853,100.00,91.62,2.811742066,Delayed,8
PR00931,P001,A025,2026-11-22,90,82.68782618,100.00,91.88,0.233467654,Delayed,8
PR00932,P001,A025,2026-11-29,90,78.5010638,100.00,87.22,0,Delayed,8
PR00933,P001,A025,2026-12-06,90,81.99412898,100.00,91.10,3.49306518,Delayed,8
PR00934,P001,A025,2026-12-13,90,80.4620949,100.00,89.40,0,Delayed,8
PR00935,P001,A025,2026-12-20,90,85.71172694,100.00,95.24,5.249632031,In Progress,8
PR00936,P001,A025,2026-12-27,90,82.9090274,100.00,92.12,0,Delayed,8
PR00937,P001,A026,2026-04-12,0,0,0.00,0.00,0,Not Started,5
PR00938,P001,A026,2026-04-19,36.75,34.77592349,35.00,33.12,34.77592349,In Progress,5
PR00939,P001,A026,2026-04-26,73.5,70.39898139,70.00,67.05,35.6230579,In Progress,5
PR00940,P001,A026,2026-05-03,105,102.0167922,100.00,97.16,31.61781079,In Progress,5
PR00941,P001,A026,2026-05-10,105,96.07605756,100.00,91.50,0,Delayed,5
